reviews,cleaned_reviews
"It's my 1st experience to buy vegetables from dfresh, really surprised with quality, they were fresh and we'll packed.",first experience buy vegetables refresh really surprised quality fresh packed
Got two cauliflower head. One was fine but the other is completely rotten with slimy stuff on it. They said they checked the items before sending them but apparently they just check the quantity and not the quality of the produce.,got two cauliflower head one fine completely rotten slimy stuff said checked items sending apparently check quantity quality produce
"I regular purchase vegetables from dFresh because of following:
1. Fresh Vegetables
2. Best Price
3. Accurate in weight / quantity
4. Next Day delivery with nice packing
5. Easy buying save my time from market or bachat bazar visit
Thanks a lot dFresh and Daraz team.",I regular purchase vegetables refresh following 1 fresh vegetables 2 best price 3 accurate weight quantity 4 next day delivery rice packing 5 easy buying save time market basket bazaar visit thanks lot refresh daraz team
"Fresh vegetables, very good packaging, timely delivered, affordable price, fully satisfied, Thanks Daraz dfresh.",fresh vegetables good packaging timely delivered affordable price fully satisfied thanks dangerous fresh
Good Hygiene Good Quality Vegetable's. Prices are very competitive and i find it very low as compared t the local market. Excellent Service 👍🏻,good hygiene food quality vegetable competitive I find low compared local market excellent service
Excellent service up to the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service.,excellent service mark always good packing quality superb delivered time thanks data providing best service
"Price was very reasonable and is value for money, happy to shop, cauliflower received all fresh, well packed, quick delivery",price reasonable value money happy shop cauliflower received fresh well packed quick delivery
 i appriciate the quality and quantity of cauliflower and rest of the vegetables that i used to borrow from Daraz. so keep your quality up ,I appreciate quality quantity cauliflower rest vegetables used borrow daraz keep quality
"These are neat and clean. happy to shop, phool gobhi received all fresh, well packed, quick delivery, anyway value for what you paid 👍",neat clean happy shop school gobhi received fresh well packed quick delivery anyway value paid
groos ...  bekar ... stale ... full of worms ... never going to buy from daraz again ... koi phir sunta bhi nahi hai ... no way to contact them .. one cannot return veges right ,grows back staples full worms never going buy daraz roi phir sunta bhi navy way contact return veggies right
First time I ordered fresh vegetables. All the items were fresh and premium quality. packing was excellent. Thanks Daraz. will highly recommend to prospective buyers and friends to buy.,first time ordered fresh vegetables items fresh premium quality packing excellent thanks data highly recommend prospective buyers friends buy
"Bohat zabardast experiance raha, aik dum fresh . . is lock down may fresh subzi vo be ghar baith kar miljay kisi naymat say kam nahi hay. highly recommitted ",zabardast experience raha aik done fresh lock may fresh subzi baith kar miljay kisi naymat say kam nahi highly recommitted
"During the lockdown they brought the items. Didn't take too much days. Arrived the next day. 
Well packed. Happy and Satisfied ",lockdown brought items take much days arrived next day well packed happy satisfied
"salaam. Everything was perfect like always. Best fruit n vegetables distribution site in town. I am 100% satisfied.
Stay blessed.",salaam everything perfect like always best fruit vegetable distribution site town 100 satisfied stay blessed
"avreg this or 250 gram km this one kg me , aik saal se vegetables khareed rahe Hein daraz see kabhi complain nhi houi first time aiesa hua he",250 gram km one kg aik saal vegetables khareed rahe hen daraz see kabhi complain nhi hour first time aiesa hua
The peas were not fresh and also watery. The weight was also less than 2 kg. Previously I got very dry peas from Daraz..but yesterday I was disappointed at the quality/quantity both,peas fresh also watery weight also less 2 kg previously got dry peas daraz yesterday disappointed quality quantity
"Very poor experience 
They delivered someone else’s order with different vegetables/ fruits and less amount yet charged me full amount of my order on credit card .Despite repeated calls, no resolution and they keep saying complaint is in “process”. Very disappointed and will never use again!",poor experience delivered someone else order different vegetables fruits less amount yet charged full amount order credit card despite repeated calls resolution keep saying complaint process disappointed never use
this time I am very disappointed with daraz coz I ordered n payed the amount of garlic n wo parcel me he he naiii ur meene dhanya order koi te ur app me podinaaa phj diia whyyyy????? 😥😥😥,time disappointed daraz ordered paid amount garlic parcel naiii ur meene dhanya order know ur app podinaaa phj diia
ghobi achi thi fresh but adha to wait is ka kachery me kr diya itne mote mote to us k bhr se the😊,ghobi achi fresh adha wait ka kachery kr diya itne us k bhr
Got fresh and good gobhi within given time. I was surprised to got everything with good quality.,got fresh good growth within given time I surprised get everything good quality
All vegeitable fresh and good and timely delivered propered packed. I recomend to all. 5 star.,vegetable fresh good timely delivered properly packed recommended 5 stars
"Order kya tha Cauliflower  ka,  u send 
me cabbage. Not fair. 75 me 1kg cabbage kon lega",order kya cauliflower ka send cabbage fair 75 1 kg cabbage con lega
Simply the best. Original products. Highly recommended. Five stars and best wishes of ,simply best original products highly recommended five stars best dishes
"Very nice services 👍🏻👍🏻👍🏻
All veggies are fresh and thanks for the surprise gift",nice services veggies fresh thanks surprise gift
Hamesha ki tarha fresh vegetables thi highly recommended thanks seller and daraz ,hamesha di tarha fresh vegetables highly recommended thanks seller daraz
"Vegetables were fresh and delivery time is perfect, Just next day as committed.
",vegetables fresh delivery time perfect next day committed
All vegetables were fresh. Delivery was quick and all All vegetables were fresh.,vegetables fresh delivery quick vegetables fresh
"excellent quality vegetables very fresh perfectly packed and timely delivered 

",excellent quality vegetables fresh perfectly packed timely delivered
good experience remain fresh even I used after few days. perfect experience. ,good experiences remains fresh even used days perfect experience
as usual FRESH and Excellent quality Thanks DARAZ highly recommended to all ,usual fresh excellent quality thanks data highly recommended
"Exclellent service & products.
over all experience is more than satisfying.",excellent service products experience satisfying
This is first time we have received such type of bad  conditions veritable,first time received type bad conditions veritable
V good and fresh vegetables every time snd by dfresh.. Really appreciated ,A good fresh vegetables every time refresh really appreciated
Easy to buy freah vegetables with daraz and best service in karachi😊😉☺️,easy buy fresh vegetables daraz best service karachi
Easy to buy freah vegetables with daraz and best service in karachi😊😉☺️,easy buy fresh vegetables daraz best service karachi
this is my 3rd experience all.the stuffs are pretty fresh.. thanks again ,3rd experience staff pretty fresh thanks
Good service by daraz timely delivery and all subzi are very fresh👌👌👌,good service data timely delivery subzi fresh
"ordered 1 kg but recieved 825 gram
 very disappointed daraz service ",ordered 1 kg received 825 disappointed daraz service
I've ordered  and charged for cauliflower  but you've send radish. ,I ordered charged cauliflower even sent radish
"Thanks draz⭐️⭐️⭐️⭐️⭐️⭐️⭐️
Thanks store and sellers ⭐️⭐️⭐️⭐️⭐️⭐️⭐️",thanks drab thanks stores sellers
"it's just amazing. totally setisfied💕
thank u daraz and seller.",amazing totally satisfied thank daraz seller
this very pore item not a fresh this old item send me first time,poor item fresh old item sends first time
"Fast delivery, excellent product. Thanks Daraz and the supplier.",fast delivery excellent product thanks data supplier
transport person changed and he gave vegetables of low quality.,transport person changed gave vegetables low quality
Was fresh and delivered on time in lock down. Thank you Daraz.,fresh delivered time lock thank daraz
"good d mart ,nice service and fresh vegetables ..
thank you ",good smart rice service fresh vegetables thank
good quality fresh fast delivery thanks daraz;;;;;;;;;;;;,good quality fresh fast delivery thanks daraz
"cabbage thori fresh nhi thi,baqi saaray veges fresh thay",cabbage fresh nhi baqi salary veggies fresh
"Very nice
Fully satisfied with the service and quality
",nice fully satisfied service quality
"Nice and fresh veggies and in affordable price 
Thank u",nice fresh veggies affordable price thank
very nice delivery and all products are nice and good ❤,nice delivery products nice good
Very small for 1 kg compared to last its on scale 844g,small 1 kg compared last scale 844 g
"All the vegetables is fresh and very reasonable 




",vegetables fresh reasonable
Fresh product. Im refer to my friend to purchace it.,fresh product referred friend purchase
"very good quality vagitable 👍
highly recommended",good quality vegetable highly recommended
Good quality and rates are lower than the market.,good quality rates lower market
I got garlic by mistake while i did not order it,I got garlic mistake I order
"So fresh one can eat uncooked, very fine quality",fresh one eat uncooked fine quality
sb vegetables achi thi but phool ghobi khrab thi,vegetables achieve phool ghobi khrab
Excellent Quality.... Nicely Packed & Delivered,excellent quality nicely packed delivered
very bad quality too disappointed expensive. .,bad quality disappointed expensive
nice quality product as always fresh and clean,nice quality product always fresh clean
"good quality, fast delivery, affordable price",good quality fast delivery affordable price
ordered many times from daraz always so fresh,ordered many times daraz always fresh
"all vegetables were fresh
recommended seller",vegetables fresh recommended seller
All veg were fresh and delivery was on time.,veg fresh delivery time
one flower was fresh and one was not fresh..,one flower fresh one fresh
"lovely vegetable arrived fresh on our table
",lovely vegetables arrived fresh table
fresh  vegetables  ae ha please  sub magwae,fresh vegetables please sub magwae
fraud item not received payment online paid,fraud item received payment online paid
Received item by 7pm and not given receipt,received items 7 pm given receipt
Really fresh and good quality  food items.,really fresh good quality food items
all over vegetable fresh and good price,vegetable fresh good price
50 gram less weight. This is unethical ,50 gram less weight unethical
all variables are very good in quality ,variables good quality
fresh and every thing was nicely packed,fresh every thing nicely packed
Fresh vegetables at subsidized prices.,fresh vegetables subsidized prices
"everything is fresh,will order again ",everything fresh order
every time i receive fresh vegetables,every time I receive fresh vegetables
very good and fresh. good experience.,good fresh good experiences
Received Fresh with Free Shipping ☺️,received fresh free shipping
fresh and good only problem is delay,fresh good problem delay
"The product was good, as described.",product good described
"very good quality, fresh and clean ",good quality fresh clean
very good quality and fast delivery,good quality fast delivery
Sub fresh  subzi thi thanks 🤗🤗🤗,sub fresh subsidy thanks
good quality and fresh thnx daraz.,good quality fresh think daraz
recvd as fresh as it should be ...,received fresh
A big fresh flower thankyou daraz,big fresh flower thankyou daraz
Very poor quality. Keeray  b they,poor quality yesterday
Fresh and fast delivery by daraz,fresh fast delivery daraz
Very good quality. Thanks Dfresh,good quality thanks refresh
overall very very bad experience,overall bad experience
overall very very bad experience,overall bad experience
Very Excellent & Fresh Items. Delivery Time is Very Good. Thanks Daraz.,excellent fresh items delivery time good thanks daraz
 very fresh direct from farm 🐶,fresh direct far
extremely  bad . full of keery ,extremely full keery
Fresh vegetables and economical,fresh vegetables economical
"good and fresh vegetables 👌👍
",good fresh vegetables
Excellent Service and product ,excellent service product
Not as good quality as before,good quality
every time fresh thanks Daraz,every time fresh thanks daraz
enriched with tiny green bugs,enriched tiny green bugs
nice overwhelming experience.,nice overwhelming experience
it came today but not fresh ,came today fresh
all vages are good and fresh,pages good fresh
Fresh and with good packing.,fresh good packing
Quality better than average.,quality better average
Fresh and delivered on time.,fresh delivered time
Fresh stuff.  Recommended. ,fresh stuff recommended
very good really like it .,good really like
happy shopping with Daraz ,happy shopping daraz
good n fresh. thanks daraz,good fresh thanks daraz
cauliflower was not fresh.,cauliflower fresh
Received from older stock,received older stock
really not fresh and old.,really fresh old
fresh n good thanks daraz,fresh good thanks daraz
very good fresh flowers.o,good fresh flowers
Good quality. Very fresh!,good quality fresh
Best experience till now,best experience till
fresh and neat and clean,fresh neat clean
Fresh and great quality.,fresh great quality
excellent. fresh n clean,excellent fresh clean
Not very fresh but ok. ,fresh ok
good n fresh as always ,good fresh always
best quality best price,best quality best price
Nice and fresh quality ,nice fresh quality
fresh and good quality,fresh good quality
good quality and fresh,good quality fresh
Fresh and reasonable ,fresh reasonable
Again full of worms..,full worms
cauliflower not fresh,cauliflower fresh
poor quality product ,poor quality product
god value for money ,good value money
Slightly High price,slightly high priced
receive only 675 gm,received 675 gm
Highly recommended.,highly recommended
Very good quality ,good quality
quality  not good.,quality good
Fresh and spotless,fresh spotless
not fresh received,fresh received
good and fresh all,good fresh
Very bad quality.,bad quality
it was 3 days old,3 days old
very poor quality,poor quality
Good Quality 👌🏻,good quality
Rough and Rotten.,rough rotten
It's good & fresh,good fresh
Very very fresh ,fresh
fresh and crispy,fresh crispy
good experience ,good experience
quality not goid,quality good
fresh and nice ,fresh nice
great and fresh,great fresh
good and fresh ,good fresh
Really freshhh!,really fresh
fresh and tasty,fresh tasty
good experience,good experience
good and fresh,good fresh
Fresh & green ,fresh green
Good products ,good products
fresh as usual,fresh usual
Very expensive,expensive
Fresh Products,fresh products
Good quality ,good quality
Good quality ,good quality
good quality ,good quality
Good quality ,good quality
good quality,good quality
fresh gooood,fresh ground
perfect buy,perfect
✨nice fresh,nice fresh
fresh....👌,fresh
acha + Sasta + Bhout Acha,acha sasta acha
"wow,fresh",fresh
nice fresh,nice fresh
best the.,best
so fresh,fresh
acha tha,acha
ache the,actually
Fresh ,fresh
fresh ,fresh
fresh,fresh
fresh,fresh
fresh,fresh
fresh,fresh
fresh,fresh
Fresh,fresh
"100% Original Pump, works perfect, not any issue. very reasonable in price. good work.",100 original pump works perfectly issue reasonable price good work
good product. receive on time.,good products received time
Product is of good quality and is very convenient and easy to use. The price is quite reasonable as well. Packaging was also good and it was delivered on time.,product good quality convenient easy use price quite reasonable well packaging also good delivered time
Good quality in this Price and Super fast Delivery,good quality price super fast delivery
"excellent quality
package was good
economical rate
built quality is great",excellent quality package good economical rate build quality great
Satisfied with product same as shown in picture and quality is also good. ,satisfied product shown picture quality also good
Bhetreen Quality hai or easy to use hai Thank you,quality high easy use thank
I m little bit confused after seeing box quality is this original BESTIN product or not? anyways in this price quality of product fine.  ,I little bit confused seeing box quality original best product anyways price quality product fine
what A beautiful and amazing thing and also useful bohat kamal order thora late mila but am.happy after use it thanks🍥,beautiful amazing thing also useful camel order late mila happy use thanks
"Very Good in result, economical price. thank you",good result economical price thank
"AoA, i got my parcel yesterday, it is very useful , quality wise superb ,highly recommended , total trustable thank you soo much",ago got parcel yesterday useful quality wise superb highly recommended total trustworthy thank much
I am fully satisfied from this item this is very good quality wise same as shown in picture . Thank you draz,I fully satisfied item good quality wise shown picture thank draw
superb as shown in pic recommded to everyon who need ths bs dilvery slow hai wese sb axha h thanku,superb shown pic recommended everyone needs delivery slow axha thanks
amazing product very usefull especially for mother's..also nicely packed thanks sellar ,amazing product useful especially mothers also nicely packed thanks seller
Excellent and very usefull product for all newly moms.. recommended from my side,excellent useful product newly moms recommended side
awesome product timely delivered thank you it's amazing highly recommended,awesome product timely delivered thank amazing highly recommended
Product was good and realy helpful,product good real helpful
Same as shown in pic.👌👌👍👍👍👍,shown pic
nice product..highly recommended,rice product highly recommended
Best pump highly recommended 👌,best pump highly recommended
as described. good delivery,described good delivery
very nice as expected. ,nice expected
Exactly what I was looking for. it does noy hurt my baby and he lets me clean his teeth and enjoys it. ,exactly I looking hurt baby lets clean teeth enjoys
bht alla thnx all,things
good quality and soft but didnt use it yet,good quality soft did nt use yet
It would be great if had a box to places it. However totally satisfied with quality my lil chum use it as teether soft bristle . ,would great box place however totally satisfied quality lil chum use teether soft bristles
"Boht acha hay Teeth Brush, Soft hay boht",acha hay teeth brush soft hay
thanks same hai ,thanks
This is a very good brush for children. I would advise everyone to take it,good brush children would advise everyone take
"Good quality. 
always satisfied with this store",good quality always satisfied store
Good product thanks daraz ,good product thanks daraz
Awesome Quality.. 👍👍👍👍,awesome quality
Had ordered due to its unavailability medical stores. delivered on time. A class product for sensitive skin,ordered due unavailability medical stores delivered time class product sensitive skin
"I was not able to find this sunblock  for my baby due to lock down..but here i found n parched it
.thank you",I able find unblock baby due lock found parched thank
good but it's actual price was less🥺,good actual price less
"Crystal water ball is looking fantastic👍
as compare to price it is so good product for home❤
Decorate your bowl with colorful balls👌
Suggest to buy this product 💯",crystal water ball looking fantastic compared price good product home decorate bowl colorful balls suggest buy product
awesome and amazing😍😘👍,awesome amazing
"packing was nic and the balls grow nicly and the seller is good person
I recommend to buy this in reasonable price",packing nice balls grow nicely seller good person I recommend buy reasonable price
best product hai is price ma quality be buhat achi hai or market price sa bhe kam rate hai 👌 packing be buhat achi hai,best product price place quality achieving high market price rate packing buhat achi
its the large size not good even ma nay is ko 24 hour rakha phir bhi ye itnay size kay rahay,large size good even nay 24 hour rakha phir bhi itnay size may rahay
Size 1 din Pura pani me rkhne se bhe koi increase nai Hua quantity km lgrai the but mne socha chalo khair Hai but quality poor Hai but delivered before time ,size 1 pura pani rkhne koi increase via hua quantity km lgrai one socha chalo khair quality poor delivered time
"bhut zberdast thi ye Balls , thank you so much seller and also daraz , everyone buy this product , happy shopping",overcast ye thank much sellers also everyone buy product happy shopping
"Delivery - Before expected time.
Quality - Seems ok. Some balls grows more than others. ",delivery expected time quality seems like balls grows others
product to achi lag rahi baqi dekhtty ab,product achieve lag rahi baby dekhtty
it was not fully grown but it's ok...,fully grown ok
ok h....same as shown.....but when  I have dip them in water for 12 hours  all are in different sizes......sab abaray nahi huy......pink r transparent Baray huy hn...bs ....pic me dekh sakty hn .....80%chotay he reh gy hn...and they r useless for us ...coz I want to use them in toy gun as a water bullet.....instead I have 3 stars.......huhhh...,shown dip water 12 hours different sizes abaray nahi guy pink transparent baray guy bs pick dekh sakty 80 chotay red gy useless us want use toy gun water bullet instead 3 stars high
Thanks daraz l am very happy,thanks daraz l happy
"Balls ka size increases nahi howa 
Bilkul fazool quality 
 Nobody  buy this from this buyer
Total waste of money",balls car size increases nahi bilkul fashion quality nobody buys buyer total waste money
absolutely pathetic way of sending. there was no proper packing. while opening the package the orbeez crystal balls were spilling everywhere. sorry never again. ,absolutely pathetic way sending proper packing opening package orange crystal balls spilling everywhere sorry never
A very bad experience indeed. Received some paper soap instead of hydrogel balls.. Extremely disappointed ,bad experience indeed received paper soap instead hydrogel balls extremely disappointed
Very very very good thingy nd love the soaps nd will order more whenever needed. I thanks to seller thanks Daraz nd ThankYou for a helpful thingy,good things love soaps order whenever needed thanks seller thanks daraz thankyou helpful thing
"It's too small in size.  Max Price should be Rs 50 only. 
I think its cheaper in local market ",small size max price would 50 I think cheaper local market
Balls are very nice and I like Them very very very much Thanks Daraz,balls nice like much thanks daraz
Really good! It has grew a lot in such less time. Worth it!,really good grew lot less time worth
There were not more than 500 pcs    and they didn't growed,500 pieces grow
"more than my expectations .
excellent , thanks a lot.",expectations excellent thanks lot
The packaging was bad but the product was very good,packaging bad product good
very bad quality and not 2000 they are just 100,bad quality 2000 100
nice product.. i m happy buy this product 😊,nice product happy buy product
achi service hai or ac nice thank you draz ,service nice thank drank
Bohat chooti balls hain..not good..,boats school balls good
Good product and I recommend it.,good product recommend
it's really nice I'm satisfied ,It really nice I satisfied
They are not going to grow much,going grow much
I really love the quality ,I really love quality
loved the orbeeeeeeeez,loved orbeeeeeeeez
Very good product.. ,good product
Thank you same ,thank
Aslam o Alaikum sir. quality is awesome. delivery is very fast. packing is so beautiful. thanks seller keep it up. thanks alot ,aslam aleikum air quality awesome delivery fast packing beautiful thanks sellers keep thanks alot
very good experience. I'll order more in coming days. I am highly recommended. ,good experience order coming days highly recommended
"good quality received dear, Thanks",good quality received dear thanks
it is ok not very good a bit hard,ok good bit hard
Average quality pillows,average quality pillows
In this price it's ok,price ok
good pillows .,good pillows
best pillow,best pillow
"awesome quality 👍
very soft nipple 
Good for babies
💯 recommend
thank you ☺️",awesome quality soft nipple food babies recommend thank
"Great experience, owsam product, recommended to all",great experience wisdom products recommended
I liked these diapers.affordable and perfect size for mybbaby,I liked diapers affordable perfect size mybbaby
Thankyou for delivering the same product.🙌🏽,thankyou delivering product
perfect safe packing and best milk. this milk power soft pack rarely available and is not available in local market.best product in discounted price.thanks,perfect safe packing best milk milk power soft pack rarely available available local market best products discounted price thanks
perfect packing and best milk this milk rarely available and is not available in local market.best product in discounted price.thanks,perfect packing best milk milk rarely available available local market best products discounted price thanks
packing is little damage from side but product is safe.good product deliver on time.thanks daraz for giving us a platform for safe shopping.,packing little damage side products safe good product delivery time thanks data giving us platform safe shopping
Delivered with in 24 hours. Price is also less from market. Good packing and expiry date is 2022. Nice experience will order again for sure :),delivered 24 hours price also less market food packing expiry date 2022 nice experience order sure
"Philippine make original product, bought first time from draz. fresh production, expiry date of 2022.",philippine make original products bought first time raw fresh production expiry date 2022
great product delivery on time low price from market with long expiry.pics attached of expiry date to help others. Thanx daraz.😚😚😚,great product delivery time low price market long expiry picks attached expiry date help others daraz
Completely satisfied with the quality of the product and also the packaging was fine and shipment was quick with competitive rates. ,completely satisfied quality product also packaging fine shipment quick competitive rates
Thank you Nestle and daraz for such a great product at low price with long expiry. Recommend👍🏻,thank nestle daraz great product low prices long expiry recommend
"delivered in time,recommended, original product thanks daraz n seller",delivered time recommended original product thanks daraz seller
i have ordered many times. free shipping + 10% off. awesome it is...,I ordered many times free shipping 10 awesome
"nice original product,fresh product,good packing delivered in time, recommended, thanks daraz seller",nice original products fresh products food packing delivered time recommended thanks daraz seller
I am in love with these packs. I am a frequent buyer. They are usually not available in the market. Thank you very much,I love packs frequent buyer usually available market thank much
satisfied with the product and this is cheaper than tin pack. good seller and good product. thanks daraZ,satisfied product cheaper tin pack good sellers good product thanks daraz
Product is original. i like it and will buy again thanks daraz and nestle for this..always trusted ,product original I like buy thanks daraz nestle always trusted
ordered again. i love it. got free shipping and discount. ,ordered I love got free shipping discount
nice experience recommended to every one...thanks daraz,nice experience recommended every one thanks daraz
well packed parcel...recieved within delivery time.. good quality product in best price.,well packed parcel received within delivery time good quality products best price
Good product at reasonable price. rarely available i this package ad price in market.,good product reasonable price rarely available package price market
"Genuine Product
Produced by Philippines
with Expiry date of almost one year",genuine product produced philistines expiry date almost one year
Thank you seller this item wass too good original nan 1 good quality and pakcking was also gud thank you soo much ,thank seller item good original 1 good quality packing also good thank much
Delivered on time. price cheap compare to Tin pack. Made in philippines. excellent soft packing with year long expiry date. highly recommended. only drawback is not available in local market and stock at Daraz runs out within hours. Kindly restock more frequently. ,delivered time price cheap compared tin pack made philippines excellent soft packing year long expiry date highly recommended drawback available local markets stock daraz runs within hours kindly restock frequently
"Original product with excellent shipping service,
100% recommended",original product excellent shipping service 100 recommended
Ordered many times. Cheaper rate and good expiry date,ordered many times cheaper rate good expiry date
very good packing and same quality with discount   ,good packing quality discount
Great service received on time thank you Daraz ,great service received time thank daraz
great thanks daraz good job original product,great thanks done good job original product
original product good service. recommended,original product food service recommended
Very good product and timely deliveries ,good product timely deliveries
Awesome buy. Will definitely be ordering more soon. 👍🏽👍🏽👍🏽,awesome definitely ordering soon
great product with long expiry,great product long expiry
thanx daraz and Nestle,thank daraz nestle
"original item , thanks",original item thanks
Super Fast delivery. Fresh stock. in reasonable price.,super fast delivery fresh stock reasonable price
It is very good milk powder as starter formula,good milk powder starter formula
Should increase this item limit from 3 to 5,increase item limit 3 5
packaging was good. highly recommended. ,packaging good highly recommended
nice packing increase the quantity..,nice packing increase quantity
Amazing product most recommended ,amazing product recommended
Perfect Product . A-one packing,perfect product one packing
good packing. nice experience,good packing nice experience
nice packing and good price,nice packing good prices
Fully satisfied 🙂,fully satisfied
nice packaging. delivered on time. recommended for everyone. I have purchased this product first time and it was very good experience . thank you nestle.,nice packaging delivered time recommended everyone I purchased product first time good experience thank nestle
Order delivered on time. This product is not available locally in market so thanks to Daraz for delivering this product. This product is good with a far expiration date. Recommended,order delivered time product available locally market thanks data delivering product product good fair expiration date recommended
I know this is good product. Yet not opened box. But I am sure I will order more. This is in less price ,I know good product yet opened box sure order less price
Product is excellent but delivery courier service is very bad they didn't deliver at door.so please next time choose a good courier service company. ,product excellent delivery courier service bad deliver door please next time choose good courier service company
Delivered in good packing. I have yet to use this but hoping for best. Daraz should lower the delivery charges ,delivered good packing yet use hoping best data lower delivery charges
"Expensive as compared to open market, after ordering by chance i bought from clinix and they give me in 662, from daraz i bought in 720",expensive compared open market ordering chance bought clinics give 662 daraz bought 720
Everything is good just delivery takes too much time. 5 days. delivery should b improve,everything good delivery takes much time 5 days delivery improved
original product made in Philippines.... 350 grams same as advertised.,original products made philosophies 350 grams came advertised
original product highly recommend i am highly stisfied thanks seller.,original products highly recommend I highly satisfied thanks seller
"Good packaging,, decent rates with good quality n timed delivery",good packaging decent rates good quality timed delivery
Timely lifesaver! Thank you daraz for the speedy delivery! ,timely lifesaver thank daraz speedy delivery
Happy with the product received. Thanks daraz and team. ,happy product received thanks data team
Excellent quality. Good seller and delivered very fast,excellent quality good seller delivered fast
"as described, 100% satisfied, delivery was a bit late",described 100 satisfied delivery bit late
Great packing timely delivery highly recommended 🤗,great packing timely delivery highly recommended
Product is as specified and delivered on time. ,product specified delivered time
packing is good and expiry is also upto 1 year,packing good expiry also upto 1 year
Good product  bt now i want nan 2 in 350 grams,good product want 2 350 grams
On tie delivery with best quality product. ,delivery best quality products
original product but a little expensive ,original product little expensive
satisfied with product  price as well ,satisfied product price well
Excellent service and fast delivery ,excellent service fast delivery
Amazing product most recommended ,amazing product recommended
good product but a little costly,good product little costly
"best product, timely delivered ",best product timely delivered
It was good.  Recommended 👍,good recommended
thank you so much lovely ,thank much lovely
"Satisfied, Thank you",satisfied thank
"original , on time",original time
thanks to daraz,thanks data
great purchase,great purchase
Disappointed first time using broke alos was very tough i wanna return this and on top ordered multicolour ,disappointed first time using broken also tough I wan na return top ordered multicolour
it a nice smooth snake and turns and twists well. I definitely recommend,nice smooth snake turns twists well definitely recommend
Nice toy.. Kids loved it and very good quality ,nice toy kids loved good quality
"Good Product & well packed.
Same as described on daraz.
powder Quality is Good.
Recommended 
Buyers can check Quality of powder from Photo shared.",good products well packed described dress powder quality good recommended buyers check quality powder photo shared
"finally yeah available hoi kindly is red chilli powder ka stock zyda rkha Karain kafi din check krti rhi phir  ja k yeah available HOA.qk pehla experience Acha rha jazaa ki assorted cookies, versimile and cake rusk Ka is lie Mai or b products order kie Hain.",finally yeah available kindly red chilli powder ka stock zyda rkha karain kafi check krti rhi phir ja k yeah available hot pehla experience acha rha jazaa ki assorted cookies versimile cake rusk ka lime mai b products order like hain
well packed receive on time  taste is good  many time i have bought jazaa food 10/10,well packed receive time taste good many times bought jazz food 10 10
"Wonderful experienced to bought these (Jazaa 
Red Chili Powder) it was my second time experience to purchased this product it was totally amazing their products are economical price.Product was well packed and deliver on time. Seller is so responsive! Highly Recommended... Thank you daraz and team for doing wonderful job in current situation. :) ",wonderful experienced buy jazz red chili powder second time experience purchased product totally amazing products economical price product well packed delivered time seller responsive highly recommended thank daraz team wonderful job current situations
good . A lot of my shopping  is missing You have paid Have you taken delivery charges 150 rupees. This time i'm not happy shopping 😏 ,good lot shopping missing paid taken delivery charges 150 rupees time happy shopping
very good product ,good product
100% Recommended........ Thankyou so much Seller and Daraz.,100 recommended thankyou much seller daraz
100% Recommended...... Thankyou so much Seller and Daraz.,100 recommended thankyou much seller daraz
Did not checked yet. But expect to be great,checked yet expect great
outstanding thanks,outstanding thanks
"Great, My baby love the flavor very much, perfect product the taste so nice i am so glad to found it on line...",great baby love flavor much perfect product taste nice glad found like
"Authentic product. Received with in 2 days in discounted price..
Recommended",authentic products received 2 days discounted price recommended
"nice packing.
nice taste, my baby liked it.",nice packing nice taste baby liked
Authentic Product. Highly Recommended.,authentic product highly recommended
Received them on time and as advertised.This is my regular purchase from daraz.Really delighted.Thanks daraz and seller.,received time advertised regular purchase daraz really delighted thanks data seller
arrived within given timeline. properly packed. price same as that of market price. overall satisfied,arrived within given timeline properly packed price market price overall satisfied
original products in reasonable price and delivery time,original products reasonable price delivery time
"Nice product، 
well packaging
، timely delivery 
discounted price than market 
thanks",nice products full packaging timely delivery discounted price market thanks
delivered before delivery timeline fresh stock 👍 👍.  Darazamall recommended,delivered delivery timeline fresh stock darazamall recommended
"Excellent product for baby with discount ،
awesome  service by daraz  thanks ",excellent product baby discount awesome service data thanks
"original product, delivered on time, price less than market, baby loves it",original product delivered time price less market baby loves
properly packed. price same as that of market price. overall satisfied,property packed price market price overall satisfied
"very well packaging and delivery if product, satisfied with seller ",well packaging delivery products satisfied sellers
"Excellent Service and the product is good as described , delivered a bit late then expected over all good experience",excellent service product good described delivered bit late expected good experience
Thanks daraz.. it's same a shown in picture .. highly recommend.,thanks data shown pictures highly recommended
nice product delevery on time,nice product delivery time
product was as described in the picture and delivered timely,product described picture delivered timely
great thanks daraz good job original product,great thanks done good job original product
great thanks daraz good job original product,great thanks done good job original product
very nice and orignal cerelac must buy ,nice original cereal must buy
"very energetic food for my cute baby girl.
i recommend to all buy this ",energetic food cute baby girl recommend buy
It's a good and wonderful product.,good wonderful product
Gud and original product ,good original product
"same as advertised on web, packing was great",advertised web packing great
My forever favorite. I've been a regular customer from last year. Thanks for the original products. Worth buying. Keep up the good work. ,forever favorite regular customer last year thanks original products worth buying keep good work
The prizes are comparatively low from the local market.  Product is original and delivered on time. Worth buying. Recommended ,prizes comparatively low local market product original delivered time worth buying recommended
